date,county,state,fips,TAVG,TMAX,TMIN,PRCP,WIND,DEWP_mean,RH,station
2000-04-12,Dallas County,TX,48113,13.3,15.6,10.6,5.3,3.5,12.8,97.1,GHCND:USW00013960
2000-04-13,Dallas County,TX,48113,15.0,19.4,10.0,0.0,2.0,9.2,68.5,GHCND:USW00013960
2000-04-14,Dallas County,TX,48113,14.4,18.9,10.0,0.0,5.0,10.9,79.6,GHCND:USW00013960
2000-04-15,Dallas County,TX,48113,18.9,24.4,12.8,15.2,6.7,13.6,71.6,GHCND:USW00013960
2000-04-16,Dallas County,TX,48113,17.2,21.7,12.2,0.8,3.9,14.8,86.0,GHCND:USW00013960
2000-04-17,Dallas County,TX,48113,17.8,23.9,11.1,0.0,2.4,10.4,62.0,GHCND:USW00013960
2000-04-18,Dallas County,TX,48113,23.9,29.4,18.3,0.0,6.2,16.9,65.0,GHCND:USW00013960
2000-04-19,Dallas County,TX,48113,25.0,27.8,21.7,0.0,6.9,19.6,71.9,GHCND:USW00013960
2000-04-20,Dallas County,TX,48113,20.0,25.0,15.0,0.0,4.9,10.1,52.9,GHCND:USW00013960
2000-04-21,Dallas County,TX,48113,18.3,23.9,12.2,0.0,3.1,7.9,50.7,GHCND:USW00013960
2000-04-22,Dallas County,TX,48113,18.9,26.7,11.1,1.5,5.5,8.2,50.0,GHCND:USW00013960
2000-04-23,Dallas County,TX,48113,24.4,30.6,17.8,0.0,6.7,13.1,49.2,GHCND:USW00013960
2000-04-24,Dallas County,TX,48113,20.6,25.6,15.0,0.0,3.9,12.1,58.2,GHCND:USW00013960
2000-04-25,Dallas County,TX,48113,21.1,26.7,15.0,0.0,1.9,10.9,52.1,GHCND:USW00013960
2000-04-26,Dallas County,TX,48113,22.2,28.9,15.0,0.0,2.5,12.6,54.7,GHCND:USW00013960
2000-04-27,Dallas County,TX,48113,20.0,23.3,16.1,1.8,4.3,13.7,67.2,GHCND:USW00013960
2000-04-28,Dallas County,TX,48113,18.9,25.6,12.2,0.0,2.5,11.2,61.1,GHCND:USW00013960
2000-04-29,Dallas County,TX,48113,22.2,28.3,15.6,0.8,5.2,12.8,55.3,GHCND:USW00013960
2000-04-30,Dallas County,TX,48113,21.1,26.1,16.1,23.4,7.3,18.1,83.1,GHCND:USW00013960
2000-05-01,Dallas County,TX,48113,20.0,23.3,16.1,8.6,3.4,15.6,75.7,GHCND:USW00013960
2000-05-02,Dallas County,TX,48113,18.9,24.4,13.3,2.0,2.3,11.0,60.1,GHCND:USW00013960
2000-05-03,Dallas County,TX,48113,19.4,23.9,14.4,16.8,2.6,14.8,74.9,GHCND:USW00013960
2000-05-04,Dallas County,TX,48113,21.1,25.0,16.7,2.0,3.6,16.6,75.6,GHCND:USW00013960
2000-05-05,Dallas County,TX,48113,22.2,25.6,18.9,1.0,4.8,18.4,79.1,GHCND:USW00013960
